FOOD COMMODITY GROUP,FOOD COMMODITY TYPOLOGY,FOOD COMMODITY ITEM,Carbon footprint  (kg CO2 eq/kg or litre of food commodity),Type of source,Full Reference,Publication year,System Boundary  Distribution,Country,Region,Notes,Reported in other data summaries,Modification of original values 
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,2.54,CONFERENCE,"Da Silva, V.P., H. van der Werf, S.R. Soares. LCA of French and Brazilian broiler poultry production system, 2010.
In: Notarnicola, B., E. Settanni, G. Tassielli, P. Giungato, Proceedings of the VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010), 22-24 September 2010, Bari, Italy. Bari, Italy: UniversitÃ  degli studi di Bari Aldo Moro, 2010. VOL I:449-454.",2010,IMPORTED FROM FRANCE,BRAZIL,S AMERICA,carcasse ,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,2.555,REPORT,"Helgeson, P. (2011). An overview Life Cycle Assessment in the poultry industry. Minnesota Environmental Initiative.",2011,RDC,USA,N AMERICA,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,2.56,JOURNAL,"ThÃ©venot, A., J. Aubin, E. Tillard, J. VayssiÃ¨res. Accounting for farm diversity in Life Cycle Assessment studies e the case of poultry production in a tropical island, J Clean Prod, 2013. in press",2013,RETAILER,REUNION ISLAND,S AFRICA,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,2.598,JOURNAL,"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166â167(0): 16-28.",2011,RDC,IRELAND,N EUROPE,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,2.604,JOURNAL,"Michaelowa, A., B. Dransfeldb. Greenhouse gas benefits of fighting obesity, Ecol Econ 66:298-308, 2008.",2008,RDC,WORLD ESTIMATE,WORLD,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,2.681,JOURNAL,"Dunkley, C. S. and K. D. Dunkley (2013). ""REVIEW - Greenhouse Gas Emissions from Livestock and Poultry, Agric Food Anal Bacteriol , 2013."" Agric. Food Anal. Bacteriol 3:17-29.",2013,RDC,USA,N AMERICA,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,2.686,JOURNAL,"Bengtsson, J. and J. Seddon (2013). ""Cradle to retailer or quick service restaurant gate life cycle assessment of chicken products in Australia."" Journal of Cleaner Production 41(0): 291-300.",2013,RDC,AUSTRALIA,OCEANIA,"roast chicken, free range","this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,2.728,JOURNAL,"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166â167(0): 16-28.",2011,RDC,HUNGARY,E EUROPE,conventional,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,2.802,CONFERENCE,"Vamilson PrudÃªncio da Silva, Hayo van der Werf and SebastiÃ£o Roberto Soares (2010). LCA of French and Brazilian broiler poultry production system. Proceedings of the VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010). Bari, Italy.",2010,RDC,FRANCE,N EUROPE,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,2.804,JOURNAL,"Ponsioen, T.C., T.J. Blonk. Calculating land use change in carbon footprints of agricultural products as an impact of current land use, J Clean Prod 28:120-126, 2012.",2012,RETAILER,NETHERLANDS,N EUROPE,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,2.84,CONFERENCE,"Audsley, E. and M. Wilkinson (2012). Using a model-based LCA to explore options for reducing national greenhouse gas emissions from crop and livestock production system. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes, France.",2012,RDC,UK,N EUROPE,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,2.887,JOURNAL,"Bengtsson, J. and J. Seddon (2013). ""Cradle to retailer or quick service restaurant gate life cycle assessment of chicken products in Australia."" Journal of Cleaner Production 41(0): 291-300.",2013,RDC,AUSTRALIA,OCEANIA,roast chicken,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,2.89,JOURNAL,"PrudÃªncio da Silva, V., H. M. G. van der Werf, S. R. Soares and M. S. Corson (2014). ""Environmental impacts of French and Brazilian broiler chicken production scenarios: An LCA approach."" Journal of Environmental Management 133(0): 222-231.",2014,RDC,BRAZIL,S AMERICA,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,2.898,JOURNAL,"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166â167(0): 16-28.",2011,RDC,GERMANY,N EUROPE,conventional,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,2.948,JOURNAL,"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166â167(0): 16-28.",2011,RDC,GREECE,MEDITERRANEAN AREA,conventional,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,2.948,JOURNAL,"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166â167(0): 16-28.",2011,RDC,NETHERLANDS,N EUROPE,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,3,REPORT,"Wiedemann, S., E. McGahan and G. Poad (2012). Using Life Cycle Assesment to quantify the environmetal impact of chicken meat production. Toowoomba, FSA consulting for RIRDC.",2012,RDC,AUSTRALIA,OCEANIA,"queensland, organic","this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,3.151,CONFERENCE,"Wiedemann, S. and M. Yan (2014). Livestock meat processing: inventory data and methods for handling co-production for major livestock species and meat products. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1512-1520.",2014,RDC,AUSTRALIA,OCEANIA,utilised protien and energy,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,3.175,JOURNAL,"ThÃ©venot, A., J. Aubin, E. Tillard, J. VayssiÃ¨res. Accounting for farm diversity in Life Cycle Assessment studies e the case of poultry production in a tropical island, J Clean Prod, 2013. in press",2013,RDC,REUNION ISLAND,S AFRICA,bone free,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,3.248,JOURNAL,"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166â167(0): 16-28.",2011,RDC,POLAND,N EUROPE,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,3.248,JOURNAL,"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166â167(0): 16-28.",2011,RDC,SLOVENIA,E EUROPE,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,3.268,JOURNAL,"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166â167(0): 16-28.",2011,RDC,FINLAND,N EUROPE,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,3.31,CONFERENCE,"da Silva Junior, V.P., E. Cherubini, S.R. Soares. Comparison of two production scenarios of chickens consumed in France, 2012.
In: Corson, M.S., H.M.G. Van der Werf. Book of Abstract of the 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012), 1-4 October 2012, Saint Malo, France. Rennes, France: INRA, 2012. GROUP 6(C):546-551.",2012,RDC,FRANCE,N EUROPE,carcasse ,BCFN (double pyramid 2016),P+T
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,3.315,REPORT,"Blonk, H., A. Kool, B. Luske and S. d. Waart (2008). Environmental effects of protein-rich food products in the Netherlands Consequences of animal protein substitutes Gouda, Blonk Milieuadvies.",2008,RETAILER,NETHERLANDS,N EUROPE,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,3.32,JOURNAL,"PrudÃªncio da Silva, V., H. M. G. van der Werf, S. R. Soares and M. S. Corson (2014). ""Environmental impacts of French and Brazilian broiler chicken production scenarios: An LCA approach."" Journal of Environmental Management 133(0): 222-231.",2014,RDC,FRANCE,N EUROPE,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,3.432,REPORT,"Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO).",2013,RDC,E EUROPE,E EUROPE,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,3.536,CONFERENCE,"Wiedemann, S. and M. Yan (2014). Livestock meat processing: inventory data and methods for handling co-production for major livestock species and meat products. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1512-1520.",2014,RDC,AUSTRALIA,OCEANIA,hybrid utiilisation protien,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,3.536,CONFERENCE,"Wiedemann, S. and M. Yan (2014). Livestock meat processing: inventory data and methods for handling co-production for major livestock species and meat products. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1512-1520.",2014,RDC,AUSTRALIA,OCEANIA,system expansion,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,3.536,REPORT,"Leinonen, I., A. G. Williams, J. Wiseman, J. Guy and I. Kyriazakis (2012 ). ""Predicting the environmental impacts of chicken systems in the United Kingdom through a life cycle assessment: Broiler production systems."" Poultry Science Association Inc 91: 8-25.",2012,RDC,UK,N EUROPE,standard,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,3.574,EPD,"The Co-operative Group (2010). The Co-operative Group Sustainability Report 2010. Manchester, The Co-operative Group Limited.",2010,RDC,UK,N EUROPE,conventional,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,3.587,CONFERENCE,"Pardo, G., A. Ciruelos, N. LÃ³pez, L. GonzÃ¡lez, S. Ramos and J. ZufÃ­a (2012). Environmental improvement of a chicken product through life cycle assessment methodology. 8th International conference on Life Cycle Assessment in the Agri-food sector. Saint-Malo, France, Basque Centre for Climate Change.",2012,RDC,FRANCE,N EUROPE,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,3.959,EPD,"The Co-operative Group (2010). The Co-operative Group Sustainability Report 2010. Manchester, The Co-operative Group Limited.",2010,RDC,UK,N EUROPE,free range,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,3.998,CONFERENCE,"Leinonen, I., A. Williams and I. Kyriazakis (2012). Quantifying environmental impacts and their uncertainties for UK broiler and egg production systems. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes.",2012,RDC,UK,N EUROPE,barn,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,4.09,REPORT,"Leinonen, I., A. G. Williams, J. Wiseman, J. Guy and I. Kyriazakis (2012 ). ""Predicting the environmental impacts of chicken systems in the United Kingdom through a life cycle assessment: Broiler production systems."" Poultry Science Association Inc 91: 8-25.",2012,RDC,UK,N EUROPE,free range,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,4.153,CONFERENCE,"Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. Tocqueville, V. Colomb, H. MG. Van der Werf. Life Cycle Assessment of French livestock products: Results of the AGRIBALYSEÂ® program. In Schenck, R., D. Huizenga. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2014), 8-10 October 2014, San Francisco, USA. ACLCA, Vashon, WA, USA.",2014,RDC,FRANCE,N EUROPE,mean agribalyseâ®,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,4.16,JOURNAL,"PrudÃªncio da Silva, V., H. M. G. van der Werf, S. R. Soares and M. S. Corson (2014). ""Environmental impacts of French and Brazilian broiler chicken production scenarios: An LCA approach."" Journal of Environmental Management 133(0): 222-231.",2014,RDC,FRANCE,N EUROPE,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,4.167,CONFERENCE,"Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. Tocqueville, V. Colomb, H. MG. Van der Werf. Life Cycle Assessment of French livestock products: Results of the AGRIBALYSEÂ® program. In Schenck, R., D. Huizenga. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2014), 8-10 October 2014, San Francisco, USA. ACLCA, Vashon, WA, USA.",2014,RDC,FRANCE,N EUROPE,mediunagribalyseâ®,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,4.306,CONFERENCE,"Wiedemann, S. and M. Yan (2014). Livestock meat processing: inventory data and methods for handling co-production for major livestock species and meat products. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1512-1520.",2014,RDC,AUSTRALIA,OCEANIA,economic allocation,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,4.332,REPORT,"Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO).",2013,RDC,N AMERICA,N AMERICA,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,4.421,EPD,"Tesco (2012). ""Product carbon footprint summary."" Retrieved 15/02/2015, from http://www.tescoplc.com/assets/files/cms/Tesco_Product_Carbon_Footprints_Summary%281%29.pdf.",2012,RDC,UK,N EUROPE,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,4.429,JOURNAL,"Roy, P., T. Orikasa, M. Thammawong, N. Nakamura, Q. Xu, T. Shiina. Life cycle of meats: An opportunity to abate the greenhouse gas emission from meat industry in Japan, J Env Manage 93:218-224, 2012.",2012,RETAILER,JAPAN,ASIA,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,4.498,EPD,"Tesco (2012). ""Product carbon footprint summary."" Retrieved 15/02/2015, from http://www.tescoplc.com/assets/files/cms/Tesco_Product_Carbon_Footprints_Summary%281%29.pdf.",2012,RDC,UK,N EUROPE,-,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,4.498,REPORT,"Leinonen, I., A. G. Williams, J. Wiseman, J. Guy and I. Kyriazakis (2012 ). ""Predicting the environmental impacts of chicken systems in the United Kingdom through a life cycle assessment: Broiler production systems."" Poultry Science Association Inc 91: 8-25.",2012,RDC,UK,N EUROPE,organic,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,4.552,CONFERENCE,"Leinonen, I., A. Williams and I. Kyriazakis (2012). Quantifying environmental impacts and their uncertainties for UK broiler and egg production systems. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes.",2012,RDC,UK,N EUROPE,free range,"this study (in Clune et al., 2017, conversion factor applied)",cf
ANIMAL HUSBANDRY,POULTRY MEAT WITH BONE,CHICKEN MEAT WITH BONE,4.595,CONFERENCE,"Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. Tocqueville, V. Colomb, H. MG. Van der Werf. Life Cycle Assessment of French livestock products: Results of the AGRIBALYSEÂ® program. In Schenck, R., D. Huizenga. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2014), 8-10 October 2014, San Francisco, USA. ACLCA, Vashon, WA, USA.",2014,RDC,FRANCE,N EUROPE,mean agribalyseâ®,"this study (in Clune et al., 2017, conversion factor applied)",cf
